실거래가,감정가,낙찰가,감정가_log,건물면적_log,실거래가_log,최저가율,낙찰가율,실거래가율,저평가율,낙찰률,유찰횟수_adj,월실거래건수,실거래상대지수_local,실거래상대지수_global,건물나이,층_high,층_low,층_mid,면적_대형,면적_소형,면적_중형,면적_초대형,구클_0,구클_1,구클_2,구클_3,구클_4
81500,79700,79524.999,11.28603741,4.453649378,11.30837057,80,99.78042535,102.2584693,2.42331411,99.78042535,1,400,195.2,118.2,25,0,0,1,1,0,0,0,0,0,0,1,0
81000,71900,65800.155,11.18304545,4.578826211,11.30221678,80,91.51621001,112.6564673,18.76524074,91.51621001,1,400,195.2,118.2,33,0,0,1,1,0,0,0,0,0,0,1,0
46000,67000,61871,11.11246282,4.110873864,10.73641841,80,92.34477612,68.65671642,-34.50217391,92.34477612,1,158,135.5,46.7,24,0,0,1,0,0,1,0,1,0,0,0,0
92000,92000,85370,11.42955473,5.032070575,11.42955473,80,92.79347826,100,7.206521739,92.79347826,1,464,199.3,137.1,27,0,0,1,0,0,0,1,0,0,0,1,0
68000,77500,73555.9,11.25804612,4.453882072,11.12727769,80,94.91083871,87.74193548,-8.170441176,94.91083871,1,400,195.2,118.2,36,0,0,1,1,0,0,0,0,0,0,1,0
54950,62000,52825,11.03490579,4.45423101,10.91419716,80,85.2016129,88.62903226,3.867151956,85.2016129,1,571,199.1,168.7,30,0,0,1,1,0,0,0,0,0,0,1,0
347000,324000,408000,12.68850188,5.06253174,12.75708294,100,125.9259259,107.0987654,-17.57925072,125.9259259,0,525,223.9,155.1,54,0,1,0,0,0,0,1,0,0,0,1,0
11500,12000,6144,9.392745259,2.877399087,9.350189267,51.2,51.2,95.83333333,46.57391304,51.2,3,255,163.5,75.3,7,0,1,0,0,1,0,0,1,0,0,0,0
55000,59000,48777.777,10.98530967,4.100823528,10.91510665,80,82.67419831,93.22033898,11.31313273,82.67419831,1,571,199.1,168.7,38,0,1,0,0,0,1,0,0,0,0,1,0
143000,135000,143100,11.81303746,4.454114711,11.8706069,100,106,105.9259259,-0.06993007,106,0,586,196.1,173.1,17,1,0,0,1,0,0,0,0,1,0,0,0
124000,120000,126859,11.69525536,4.453533011,11.72804491,100,105.7158333,103.3333333,-2.305645161,105.7158333,0,406,133.5,120,17,0,1,0,1,0,0,0,0,1,0,0,0
180000,170000,189120,12.0435596,4.45423101,12.10071769,100,111.2470588,105.8823529,-5.066666667,111.2470588,0,592,251.5,174.9,9,1,0,0,1,0,0,0,0,1,0,0,0
72000,74100,69369,11.21318431,4.31602037,11.18443529,80,93.61538462,97.1659919,3.654166667,93.61538462,1,684,369.2,202.1,41,0,1,0,0,0,1,0,0,0,0,1,0
70000,90000,85678,11.40757606,4.452927684,11.15626481,80,95.19777778,77.77777778,-22.39714286,95.19777778,1,684,369.2,202.1,22,1,0,0,1,0,0,0,0,0,0,1,0
94500,106100,94099.9,11.57214675,4.452485098,11.4563657,80,88.68982092,89.066918,0.423386243,88.68982092,1,525,223.9,155.1,28,1,0,0,1,0,0,0,0,0,0,1,0
175000,181200,182150,12.10736219,4.629960355,12.07254697,80,100.5242826,96.57836645,-4.085714286,100.5242826,1,277,118.6,81.8,11,0,0,1,1,0,0,0,0,1,0,0,0
29000,29900,24999.9,10.3056472,3.800867956,10.27508559,80,83.61170569,96.98996656,13.79344828,83.61170569,1,684,369.2,202.1,48,0,1,0,0,1,0,0,0,0,0,1,0
53000,47700,47700,10.77270764,4.277499105,10.87806606,100,100,111.1111111,10,100,0,684,369.2,202.1,27,1,0,0,0,0,1,0,0,0,0,1,0
66000,55200,52770,10.91873635,4.110709916,11.09742517,80,95.59782609,119.5652174,20.04545455,95.59782609,1,401,201.2,118.5,24,0,1,0,0,0,1,0,0,0,0,1,0
65000,60100,61210,11.00378176,4.452601587,11.08215793,100,101.8469218,108.1530782,5.830769231,101.8469218,0,571,199.1,168.7,28,0,1,0,1,0,0,0,0,0,0,1,0
64700,72000,64520,11.18443529,4.108904714,11.07753194,80,89.61111111,89.86111111,0.27820711,89.61111111,1,158,135.5,46.7,28,1,0,0,0,0,1,0,1,0,0,0,0
89500,83500,76590,11.33261389,4.451436086,11.40200508,80,91.7245509,107.1856287,14.42458101,91.7245509,1,158,135.5,46.7,33,0,0,1,1,0,0,0,1,0,0,0,0
33500,38600,34899.9999,10.56103346,3.81815179,10.41933057,80,90.41450751,86.78756477,-4.179104179,90.41450751,1,571,199.1,168.7,33,0,0,1,0,1,0,0,0,0,0,1,0
62300,59600,51051,10.99542763,4.077706921,11.03973276,80,85.65604027,104.5302013,18.05617978,85.65604027,1,158,135.5,46.7,35,0,1,0,0,1,0,0,1,0,0,0,0
35000,37500,34100,10.53212288,3.927305629,10.46313191,80,90.93333333,93.33333333,2.571428571,90.93333333,1,158,135.5,46.7,29,0,0,1,0,1,0,0,1,0,0,0,0
61888,69200,54237.9,11.14477059,4.026779243,11.03309774,64,78.37846821,89.43352601,12.36120088,78.37846821,2,400,195.2,118.2,4,0,0,1,0,1,0,0,0,0,0,1,0
49800,46000,40732,10.73641841,4.100823528,10.81579034,80,88.54782609,108.2608696,18.20883534,88.54782609,1,571,199.1,168.7,37,0,1,0,0,0,1,0,0,0,0,1,0
60000,58700,53824.336,10.98021204,4.107260787,11.00211651,80,91.69392845,102.2146508,10.29277333,91.69392845,1,400,195.2,118.2,33,0,1,0,0,0,1,0,0,0,0,1,0
48000,56200,45700,10.93668983,4.594109239,10.77897712,64,81.31672598,85.40925267,4.791666667,81.31672598,2,193,170.8,57,21,0,1,0,1,0,0,0,1,0,0,0,0
57000,54500,47822.1,10.90597433,4.454114711,10.95082409,80,87.74697248,104.587156,16.10157895,87.74697248,1,158,135.5,46.7,32,0,0,1,1,0,0,0,1,0,0,0,0
46760,74400,68042,11.21722466,4.454114711,10.7528048,80,91.45430108,62.84946237,-45.5132592,91.45430108,1,400,195.2,118.2,20,0,1,0,1,0,0,0,0,0,0,1,0
54950,59400,48760,10.99206634,4.45423101,10.91419716,80,82.08754209,92.50841751,11.26478617,82.08754209,1,571,199.1,168.7,30,0,1,0,1,0,0,0,0,0,0,1,0
74300,76300,70900,11.24244132,4.392842927,11.21587969,80,92.92267366,97.37876802,4.576043069,92.92267366,1,56,168.8,16.5,33,0,0,1,0,0,1,0,1,0,0,0,0
114500,119300,116811.1,11.68940499,4.683241721,11.64833884,80,97.91374686,95.97652976,-2.018427948,97.91374686,1,193,170.8,57,12,1,0,0,1,0,0,0,1,0,0,0,0
121000,140000,114203.728,11.84940484,4.90771624,11.70355409,80,81.57409143,86.42857143,5.616753719,81.57409143,1,525,223.9,155.1,28,0,0,1,1,0,0,0,0,0,0,1,0
230000,260000,195000,12.46844076,5.102788982,12.34583894,64,75,88.46153846,15.2173913,75,2,277,118.6,81.8,29,0,1,0,0,0,0,1,0,1,0,0,0
90000,87000,83100,11.37367489,4.446057214,11.40757606,80,95.51724138,103.4482759,7.666666667,95.51724138,1,123,155.6,36.3,15,0,1,0,1,0,0,0,1,0,0,0,0
83500,83200,83100,11.32901465,4.453882072,11.33261389,80,99.87980769,100.3605769,0.479041916,99.87980769,1,571,199.1,168.7,9,0,0,1,1,0,0,0,0,0,0,1,0
53500,53400,48280,10.88558475,4.453416631,10.88745562,80,90.41198502,100.1872659,9.757009346,90.41198502,1,158,135.5,46.7,32,0,1,0,1,0,0,0,1,0,0,0,0
210000,207000,245888,12.2404789,4.43153083,12.25486757,100,118.7864734,101.4492754,-17.08952381,118.7864734,0,406,133.5,120,37,0,1,0,0,0,1,0,0,1,0,0,0
64500,72300,61590,11.18859324,4.10478982,11.07443601,80,85.18672199,89.21161826,4.511627907,85.18672199,1,586,196.1,173.1,28,0,0,1,0,0,1,0,0,1,0,0,0
84500,89200,68500,11.39864753,4.751000634,11.34451865,64,76.79372197,94.7309417,18.93491124,76.79372197,2,235,190,69.4,17,0,0,1,1,0,0,0,1,0,0,0,0
342695,414000,349000,12.93362367,5.022761474,12.74459904,80,84.29951691,82.77657005,-1.839828419,84.29951691,1,165,94.9,48.8,15,0,0,1,0,0,0,1,0,0,1,0,0
75700,83300,73777,11.33021583,4.450269225,11.23454665,80,88.56782713,90.87635054,2.540290621,88.56782713,1,255,163.5,75.3,37,0,0,1,1,0,0,0,1,0,0,0,0
119700,109200,102000,11.6009455,4.752900298,11.69275225,80,93.40659341,109.6153846,14.78696742,93.40659341,1,360,208.8,106.4,23,0,1,0,1,0,0,0,0,0,0,1,0
54300,53500,44950,10.88745562,4.453416631,10.90229792,64,84.01869159,101.4953271,17.21915285,84.01869159,2,360,208.8,106.4,30,0,1,0,1,0,0,0,0,0,0,1,0
66500,63900,61999.9999,11.06509029,4.100989105,11.10497226,80,97.02660391,104.0688576,6.766917444,97.02660391,1,360,208.8,106.4,24,0,1,0,0,0,1,0,0,0,0,1,0
152300,159000,138255,11.97666577,4.803611125,11.9336141,80,86.95283019,95.78616352,9.221930401,86.95283019,1,360,208.8,106.4,13,0,0,1,1,0,0,0,0,0,0,1,0
56000,54100,48166,10.89860795,4.452368596,10.93312483,80,89.03142329,103.5120148,13.98928571,89.03142329,1,255,163.5,75.3,31,0,1,0,1,0,0,0,1,0,0,0,0
48900,50000,41300,10.81979828,4.091674334,10.79755313,80,82.6,97.8,15.54192229,82.6,1,360,208.8,106.4,50,0,1,0,0,1,0,0,0,0,0,1,0
99900,106000,95410.0009,11.57120381,4.753417762,11.51193497,80,90.00943481,94.24528302,4.494493594,90.00943481,1,235,190,69.4,20,0,0,1,1,0,0,0,1,0,0,0,0
117000,110000,111399.9999,11.60824474,4.453183829,11.66993776,80,101.2727272,106.3636364,4.786324872,101.2727272,1,462,235.2,136.5,20,0,0,1,1,0,0,0,0,1,0,0,0
183500,165000,215999.9999,12.01370681,4.453765732,12.1199754,80,130.9090908,111.2121212,-17.71117161,130.9090908,1,462,235.2,136.5,11,1,0,0,1,0,0,0,0,1,0,0,0
160000,163900,167600.0111,12.00701787,4.453882072,11.98293534,100,102.2574808,97.62050031,-4.750006938,102.2574808,0,277,118.6,81.8,31,0,1,0,1,0,0,0,0,1,0,0,0
215000,234000,236199.9999,12.36308067,4.792064605,12.27839796,100,100.9401709,91.88034188,-9.86046507,100.9401709,0,277,118.6,81.8,19,0,0,1,1,0,0,0,0,1,0,0,0
37400,41100,36640,10.62378773,3.813969065,10.52945272,80,89.14841849,90.99756691,2.032085561,89.14841849,1,412,143.6,183.4,37,0,0,1,0,1,0,0,0,0,0,1,0
96000,85700,81900,11.35861977,4.44955677,11.47211389,80,95.56592765,112.0186698,14.6875,95.56592765,1,334,143.5,148.7,19,0,1,0,1,0,0,0,0,0,0,1,0
163000,162000,131150,11.99535779,5.113021591,12.00151161,80,80.95679012,100.617284,19.5398773,80.95679012,1,154,132.1,68.6,21,1,0,0,0,0,0,1,1,0,0,0,0
62000,62000,59111,11.03490579,4.452019006,11.03490579,80,95.34032258,100,4.659677419,95.34032258,1,152,134.5,67.7,25,0,0,1,1,0,0,0,1,0,0,0,0
47700,53600,38990,10.889323,3.811981651,10.77270764,64,72.74253731,88.99253731,18.25995807,72.74253731,2,367,179.1,163.4,33,0,1,0,0,1,0,0,0,0,0,1,0
69900,75600,68047.777,11.23322479,4.10660246,11.15483523,80,90.01028704,92.46031746,2.649818312,90.01028704,1,367,179.1,163.4,25,1,0,0,0,0,1,0,0,0,0,1,0
64000,64500,58319,11.07443601,4.45213555,11.06665399,80,90.41705426,99.2248062,8.8765625,90.41705426,1,412,143.6,183.4,16,0,0,1,1,0,0,0,0,0,0,1,0
94500,94400,85132,11.45530695,4.752831283,11.4563657,80,90.18220339,100.1059322,9.913227513,90.18220339,1,334,143.5,148.7,22,0,1,0,1,0,0,0,0,0,0,1,0
85000,86000,73333.3333,11.3621142,4.453998398,11.3504183,80,85.27131779,98.8372093,13.72549024,85.27131779,1,334,143.5,148.7,20,0,1,0,1,0,0,0,0,0,0,1,0
30000,32900,27000,10.40125833,3.123685638,10.30898599,80,82.0668693,91.18541033,10,82.0668693,1,367,179.1,163.4,5,0,0,1,0,1,0,0,0,0,0,1,0
130000,98100,111373,11.49375284,4.451669295,11.77529742,100,113.5300714,132.5178389,14.32846154,113.5300714,0,412,143.6,183.4,29,0,0,1,1,0,0,0,0,0,0,1,0
130000,98100,109005,11.49375284,4.451669295,11.77529742,100,111.116208,132.5178389,16.15,111.116208,0,412,143.6,183.4,29,0,1,0,1,0,0,0,0,0,0,1,0
124500,119600,59739.999,11.69191648,4.452834525,11.73206903,40.96003344,49.94983194,104.09699,52.01606506,49.94983194,4,152,134.5,67.7,5,1,0,0,1,0,0,0,1,0,0,0,0
51000,69800,56511,11.15340362,4.454114711,10.83960052,80,80.96131805,73.06590258,-10.80588235,80.96131805,1,412,143.6,183.4,26,0,0,1,1,0,0,0,0,0,0,1,0
270000,261000,304000,12.47227952,4.845603406,12.50618094,100,116.4750958,103.4482759,-12.59259259,116.4750958,0,132,43.4,58.8,37,0,1,0,1,0,0,0,0,1,0,0,0
138000,125700,141587.8889,11.74166135,4.45213555,11.83501621,100,112.6395298,109.7852029,-2.599919493,112.6395298,0,392,166.5,174.5,14,0,0,1,1,0,0,0,0,1,0,0,0
186500,161900,205680,11.99474032,4.450911167,12.13619188,100,127.0413836,115.1945645,-10.28418231,127.0413836,1,132,43.4,58.8,37,0,0,1,1,0,0,0,0,1,0,0,0
91000,130400,121277,11.7783696,4.453913481,11.41862577,80,93.00383436,69.78527607,-33.27142857,93.00383436,1,335,112.1,149.1,3,1,0,0,1,0,0,0,0,1,0,0,0
58000,56300,50000,10.93846758,4.752209929,10.96821553,80,88.80994671,103.0195382,13.79310345,88.80994671,1,61,111.1,27.2,25,0,1,0,1,0,0,0,1,0,0,0,0
64000,62300,60554.21,11.03973276,4.453300237,11.06665399,80,97.19776886,102.7287319,5.384046875,97.19776886,1,273,147.3,121.5,36,0,1,0,1,0,0,0,0,0,0,1,0
51000,56000,50777.9,10.93312483,4.453882072,10.83960052,80,90.67482143,91.07142857,0.435490196,90.67482143,1,273,147.3,121.5,31,1,0,0,1,0,0,0,0,0,0,1,0
48000,53000,44833.333,10.87806606,4.099497927,10.77897712,80,84.59119434,90.56603774,6.597222917,84.59119434,1,152,134.5,67.7,27,0,0,1,0,0,1,0,1,0,0,0,0
40650,44000,37501,10.69196764,3.848017675,10.61277871,80,85.22954545,92.38636364,7.746617466,85.22954545,1,412,143.6,183.4,37,0,1,0,0,1,0,0,0,0,0,1,0
38500,42900,39255,10.66665041,3.708191765,10.55843949,80,91.5034965,89.74358974,-1.961038961,91.5034965,1,412,143.6,183.4,35,0,0,1,0,1,0,0,0,0,0,1,0
200000,169000,177200,12.03765991,4.731854818,12.20607765,100,104.852071,118.3431953,11.4,104.852071,0,334,143.5,148.7,3,1,0,0,1,0,0,0,0,0,0,1,0
58000,60300,48412.13,11.00710397,4.167130232,10.96821553,80,80.28545605,96.18573798,16.53081034,80.28545605,1,193,123.7,85.9,38,0,0,1,0,0,1,0,1,0,0,0,0
127000,129000,129100.9999,11.76757544,4.394078716,11.75195024,100,100.0782945,98.4496124,-1.65433063,100.0782945,0,348,177.1,154.9,34,0,0,1,0,0,1,0,0,1,0,0,0
70000,102000,83370,11.5327379,4.912434273,11.15626481,80,81.73529412,68.62745098,-19.1,81.73529412,1,334,143.5,148.7,27,0,0,1,1,0,0,0,0,0,0,1,0
74000,82400,76000,11.31935285,4.443004135,11.21183389,80,92.23300971,89.80582524,-2.702702703,92.23300971,1,152,134.5,67.7,28,0,0,1,1,0,0,0,1,0,0,0,0
40000,49500,41810,10.80974815,4.110217911,10.59665973,80,84.46464646,80.80808081,-4.525,84.46464646,1,412,143.6,183.4,19,0,1,0,0,0,1,0,0,0,0,1,0
29000,34500,22080,10.44874359,2.952824773,10.27508559,64,64,84.05797101,23.86206897,64,2,367,179.1,163.4,5,0,0,1,0,1,0,0,0,0,0,1,0
54000,67900,62377.9,11.12580604,4.452834525,10.89675784,80,91.86730486,79.5287187,-15.51462963,91.86730486,1,351,153.3,156.2,31,0,0,1,1,0,0,0,0,0,0,1,0
82200,79600,76000,11.28478193,4.446526093,11.31692275,80,95.47738693,103.2663317,7.542579075,95.47738693,1,261,151.4,116.2,38,0,1,0,1,0,0,0,0,0,0,1,0
49000,49700,44780,10.81378033,4.445353485,10.79959599,80,90.10060362,98.5915493,8.612244898,90.10060362,1,193,123.7,85.9,19,0,1,0,1,0,0,0,1,0,0,0,0
72000,97500,63165,11.48761791,4.795459912,11.18443529,64,64.78461538,73.84615385,12.27083333,64.78461538,2,189,152.8,84.1,22,1,0,0,1,0,0,0,1,0,0,0,0
35000,39100,31475.5,10.57390332,3.703768067,10.46313191,80,80.5,89.5140665,10.07,80.5,1,412,143.6,183.4,31,0,0,1,0,1,0,0,0,0,0,1,0
230000,209200,246699.9,12.25105079,5.06202525,12.34583894,100,117.9253824,109.9426386,-7.260826087,117.9253824,0,170,159.7,75.7,40,0,1,0,0,0,0,1,0,0,1,0,0
58000,71500,73788,11.17746671,4.411342689,10.96821553,80,103.2,81.11888112,-27.22068966,103.2,1,335,112.1,149.1,21,0,1,0,0,0,1,0,0,1,0,0,0
141000,133300,137880,11.80036501,4.45423101,11.85652226,100,103.435859,105.7764441,2.212765957,103.435859,0,382,162.9,170,3,0,1,0,1,0,0,0,0,0,0,1,0
54500,51000,51010.09,10.83960052,3.757705645,10.90597433,100,100.0197843,106.8627451,6.403504587,100.0197843,0,351,153.3,156.2,31,0,0,1,0,1,0,0,0,0,0,1,0
12650,15500,10383,9.648659817,2.636196097,9.445491542,51.2,66.98709677,81.61290323,17.92094862,66.98709677,3,189,152.8,84.1,10,0,0,1,0,1,0,0,1,0,0,0,0
83000,83800,73050,11.33620022,4.751190763,11.32660793,80,87.17183771,99.04534606,11.98795181,87.17183771,1,273,147.3,121.5,19,1,0,0,1,0,0,0,0,0,0,1,0
156200,167000,112000,12.02575508,3.923951576,11.95889892,64,67.06586826,93.53293413,28.29705506,67.06586826,2,115,49.2,51.2,5,0,0,1,0,1,0,0,0,1,0,0,0
108000,110000,118000,11.60824474,4.103799721,11.58989577,100,107.2727273,98.18181818,-9.259259259,107.2727273,0,40,51.6,17.8,24,0,1,0,0,0,1,0,0,0,1,0,0
57000,56900,54550,10.94906819,4.212275735,10.95082409,80,95.86994728,100.1757469,4.298245614,95.86994728,1,348,177.1,154.9,19,0,1,0,0,0,1,0,0,1,0,0,0
76000,78000,76040,11.26447693,4.451785879,11.23850178,80,97.48717949,97.43589744,-0.052631579,97.48717949,1,193,123.7,85.9,10,0,0,1,1,0,0,0,1,0,0,0,0
62000,59600,57300,10.99542763,4.109889774,11.03490579,80,96.1409396,104.0268456,7.580645161,96.1409396,1,261,151.4,116.2,23,0,1,0,0,0,1,0,0,0,0,1,0
110000,115000,108715,11.6526961,4.452834525,11.60824474,80,94.53478261,95.65217391,1.168181818,94.53478261,1,261,151.4,116.2,27,1,0,0,1,0,0,0,0,0,0,1,0
73000,70800,71051,11.1676284,4.452913711,11.19822842,100,100.3545198,103.1073446,2.669863014,100.3545198,0,61,111.1,27.2,21,1,0,0,1,0,0,0,1,0,0,0,0
122000,115500,133000.001,11.65703447,4.11038194,11.71178452,100,115.151516,105.6277056,-9.016394262,115.151516,0,335,112.1,149.1,6,0,0,1,0,0,1,0,0,1,0,0,0
275500,239000,297000,12.38422302,4.45423101,12.52634654,100,124.2677824,115.2719665,-7.80399274,124.2677824,0,132,43.4,58.8,17,0,0,1,1,0,0,0,0,1,0,0,0
56700,58500,56330,10.97679913,3.878673026,10.94554713,80,96.29059829,96.92307692,0.652557319,96.29059829,1,335,112.1,149.1,21,0,0,1,0,1,0,0,0,1,0,0,0
104000,118400,112499.9,11.68183245,4.452601587,11.55215579,80,95.01680743,87.83783784,-8.172980769,95.01680743,1,132,43.4,58.8,31,1,0,0,1,0,0,0,0,1,0,0,0
118500,119000,133137,11.68688718,4.302442155,11.68267668,100,111.8798319,99.57983193,-12.35189873,111.8798319,0,132,43.4,58.8,41,0,0,1,0,0,1,0,0,1,0,0,0
89000,90000,73800.025,11.40757606,4.438643235,11.39640288,80,82.00002778,98.88888889,17.0786236,82.00002778,1,335,112.1,149.1,23,0,0,1,0,0,1,0,0,1,0,0,0
129000,122400,133200.1,11.71505782,4.110860749,11.76757544,100,108.8236111,105.3921569,-3.255891473,108.8236111,0,342,171.4,152.2,12,0,0,1,0,0,1,0,0,0,0,1,0
199000,195300,211000,12.18229724,4.45225208,12.20106513,100,108.0389145,101.8945212,-6.030150754,108.0389145,0,56,32.2,24.9,32,0,0,1,1,0,0,0,0,0,1,0,0
53000,52000,46022,10.85901823,4.277499105,10.87806606,80,88.50384615,101.9230769,13.16603774,88.50384615,1,273,147.3,121.5,27,0,0,1,0,0,1,0,0,0,0,1,0
88700,83600,85999.9999,11.33381076,4.453998398,11.39302644,80,102.8708133,106.1004785,3.043968546,102.8708133,1,351,153.3,156.2,22,0,0,1,1,0,0,0,0,0,0,1,0
74000,91700,73600,11.42628856,3.921973336,11.21183389,64,80.26172301,80.69792803,0.540540541,80.26172301,2,351,153.3,156.2,33,0,0,1,0,1,0,0,0,0,0,1,0
145000,143000,127599.9999,11.8706069,5.11697473,11.88449592,80,89.23076916,101.3986014,12.00000007,89.23076916,1,351,153.3,156.2,21,1,0,0,0,0,0,1,0,0,0,1,0
44800,42900,40703.8447,10.66665041,4.195245147,10.70998574,80,94.88075688,104.4289044,9.143203795,94.88075688,1,154,132.1,68.6,34,1,0,0,0,0,1,0,1,0,0,0,0
54500,54200,48877.9,10.90045464,4.45423101,10.90597433,80,90.18062731,100.5535055,10.31577982,90.18062731,1,412,143.6,183.4,30,0,0,1,1,0,0,0,0,0,0,1,0
51000,56300,46173,10.93846758,4.454114711,10.83960052,80,82.01243339,90.58614565,9.464705882,82.01243339,1,154,132.1,68.6,27,0,0,1,1,0,0,0,1,0,0,0,0
84000,73600,66000.9999,11.20641389,4.388703048,11.33858398,80,89.6752716,114.1304348,21.42738107,89.6752716,1,152,134.5,67.7,22,0,1,0,0,0,1,0,1,0,0,0,0
44000,47600,42101,10.77060905,4.099995234,10.69196764,80,88.44747899,92.43697479,4.315909091,88.44747899,1,152,134.5,67.7,26,0,0,1,0,0,1,0,1,0,0,0,0
34000,37900,30330,10.54273278,3.81815179,10.43414521,80,80.02638522,89.70976253,10.79411765,80.02638522,1,412,143.6,183.4,33,0,1,0,0,1,0,0,0,0,0,1,0
34500,44900,38129.9999,10.71221535,3.744787086,10.44874359,80,84.92204878,76.83741648,-10.52173884,84.92204878,1,154,132.1,68.6,35,0,0,1,0,1,0,0,1,0,0,0,0
153000,150300,170399.999,11.92039523,4.449217884,11.93819974,100,113.3732528,101.7964072,-11.37254837,113.3732528,0,170,159.7,75.7,36,0,1,0,1,0,0,0,0,0,1,0,0
66000,62500,59001.7,11.04293784,4.408303358,11.09742517,80,94.40272,105.6,10.60348485,94.40272,1,170,159.7,75.7,26,0,0,1,0,0,1,0,0,0,1,0,0
123000,115600,124688,11.65789989,4.108576144,11.71994776,100,107.8615917,106.4013841,-1.372357724,107.8615917,0,132,43.4,58.8,25,0,0,1,0,0,1,0,0,1,0,0,0
119000,153000,130500,11.93819974,4.451746242,11.68688718,80,85.29411765,77.77777778,-9.663865546,85.29411765,1,132,43.4,58.8,16,0,1,0,1,0,0,0,0,1,0,0,0
88000,119000,120550,11.68688718,4.122283931,11.38510346,80,101.302521,73.94957983,-36.98863636,101.302521,1,132,43.4,58.8,41,0,0,1,0,0,1,0,0,1,0,0,0
190000,186000,176888.8,12.13350733,4.793531798,12.15478461,80,95.10150538,102.1505376,6.900631579,95.10150538,1,342,171.4,152.2,13,1,0,0,1,0,0,0,0,0,0,1,0
150000,152000,141778,11.93164238,4.45213555,11.91839724,80,93.275,98.68421053,5.481333333,93.275,1,56,32.2,24.9,11,0,0,1,1,0,0,0,0,0,1,0,0
120000,109000,96277,11.59911234,4.794715588,11.69525536,80,88.32752294,110.0917431,19.76916667,88.32752294,1,334,143.5,148.7,15,0,1,0,1,0,0,0,0,0,0,1,0
400000,510000,512999.99,13.14216797,4.453998398,12.89922233,80,100.5882333,78.43137255,-28.2499975,100.5882333,1,56,32.2,24.9,9,1,0,0,1,0,0,0,0,0,1,0,0
240000,240000,221501.001,12.38839837,5.064517235,12.38839837,80,92.29208375,100,7.70791625,92.29208375,1,348,177.1,154.9,22,0,1,0,0,0,0,1,0,1,0,0,0
63000,59800,57010,10.99877766,4.447346101,11.05090588,80,95.33444816,105.3511706,9.507936508,95.33444816,1,152,134.5,67.7,27,1,0,0,1,0,0,0,1,0,0,0,0
187956,159500,178001,11.97980547,4.452613235,12.14396849,100,111.599373,117.8407524,5.296452361,111.599373,0,348,177.1,154.9,14,0,0,1,1,0,0,0,0,1,0,0,0
65000,72500,66300,11.19135563,4.454114711,11.08215793,80,91.44827586,89.65517241,-2,91.44827586,1,367,179.1,163.4,28,1,0,0,1,0,0,0,0,0,0,1,0
49500,50000,45000,10.81979828,4.077706921,10.80974815,80,90,99,9.090909091,90,1,412,143.6,183.4,37,1,0,0,0,1,0,0,0,0,0,1,0
44000,50300,45502,10.82578024,4.452718063,10.69196764,80,90.4612326,87.47514911,-3.413636364,90.4612326,1,154,132.1,68.6,33,0,0,1,1,0,0,0,1,0,0,0,0
76000,77200,73824,11.25416769,4.451086171,11.23850178,80,95.62694301,98.44559585,2.863157895,95.62694301,1,334,143.5,148.7,26,0,1,0,1,0,0,0,0,0,0,1,0
109500,101000,97300,11.5228857,4.453965828,11.60368896,80,96.33663366,108.4158416,11.14155251,96.33663366,1,152,134.5,67.7,5,0,0,1,1,0,0,0,1,0,0,0,0
49800,45800,41599,10.7320612,4.100823528,10.81579034,80,90.82751092,108.7336245,16.46787149,90.82751092,1,412,143.6,183.4,37,0,1,0,0,0,1,0,0,0,0,1,0
73800,76600,72000.88,11.24636541,4.109725664,11.20912756,80,93.99592689,96.34464752,2.437831978,93.99592689,1,367,179.1,163.4,25,0,1,0,0,0,1,0,0,0,0,1,0
142000,143000,144999.9,11.8706069,4.749097355,11.86358938,100,101.3985315,99.3006993,-2.112605634,101.3985315,0,40,51.6,17.8,24,0,1,0,1,0,0,0,0,0,1,0,0
31900,32000,28100,10.37352243,3.567841126,10.37039264,80,87.8125,99.6875,11.91222571,87.8125,1,412,143.6,183.4,31,0,1,0,0,1,0,0,0,0,0,1,0
18000,20100,16810,9.908524844,2.524127363,9.798182591,64,83.6318408,89.55223881,6.611111111,83.6318408,2,367,179.1,163.4,5,0,0,1,0,1,0,0,0,0,0,1,0
84000,90400,75109.9,11.41201061,4.100989105,11.33858398,80,83.08617257,92.92035398,10.58345238,83.08617257,1,348,177.1,154.9,29,0,0,1,0,0,1,0,0,1,0,0,0
40900,39700,38699,10.58913166,3.679838709,10.61890979,80,97.47858942,103.02267,5.381418093,97.47858942,1,412,143.6,183.4,33,0,1,0,0,1,0,0,0,0,0,1,0
270000,254000,317640,12.44509348,4.8834078,12.50618094,100,125.0551181,106.2992126,-17.64444444,125.0551181,0,911,299.6,217.8,44,0,0,1,1,0,0,0,0,1,0,0,0
124000,121000,123300,11.70355409,4.289088639,11.72804491,100,101.9008264,102.4793388,0.564516129,101.9008264,0,911,299.6,217.8,35,0,0,1,0,0,1,0,0,1,0,0,0
122000,114000,99350,11.6439625,4.45423101,11.71178452,64,87.14912281,107.0175439,18.56557377,87.14912281,2,911,299.6,217.8,14,0,1,0,1,0,0,0,0,1,0,0,0
65000,65200,58778.799,11.08523009,4.453998398,11.08215793,80,90.15153221,99.69325153,9.571078462,90.15153221,1,265,214.3,63.4,17,0,1,0,1,0,0,0,1,0,0,0,0
